,Unnamed: 0,id,topic,from,to,contents,date,type
56,56,497,Errors in Aadhaar,SHRI HIBI EDEN,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) whether the Government has taken note of the
fact that operators are committing mistakes while
entering/recording data of people applying/updating for
Aadhaar Cards across the country and if so, the details
thereof along with action taken by the Government; (b) whether the Unique Identification Authority of
India(UIDAI) has placed robust quality check and
process at the enrolment centres and in the UIDAI data
centre with emphasis on corrective measures by
imparting training to the operators and if so, the details
thereof; 96 (c) whether the UIDAI plans to simultaneously
amend or update all the documents and certificates of a
citizen by accepting one single application and if so, the
details including the list of documents that can be
updated or modified at the same time without any special
application; and (d) whether the proposal for facilitating correction
at the same time in various documents of a person,
including Aadhaar is approved by the States and if so,
the details thereof?",2021-12-01,UNSTARRED
57,57,498,Shortfall of Mobile Towers,SHRI THIRUNAVUKKARASAR SU,COMMUNICATIONS,"(a) whether the Government is aware of the huge
shortage of mobile towers in the slowing of country
which results in frequent incidents of call drop, data and
causing great inconvenience to mobile users; (b) if so, the details thereof; (c) whether the Government has taken any steps to
increase the number of mobile towers under the National
Broadband Mission to ensure better connectivity; (d) if so, the details thereof; and (e) if not, the reasons therefor?",2021-12-01,UNSTARRED
58,58,499,Consumer Price Index,SHRI ABDUL KHALEQUE,STATISTICS  AND PROGRAMME IMPLEMENTATION,(a) the percentage of consumer price index in the last six months during this year; and (b) the increase in rate of inflation this year in comparison to last year?,2021-12-01,UNSTARRED
59,59,500,Reduction of Posts,ADV  DEAN KURIAKOSE,RAILWAYS,"(a) whether the Government has reduced the posts
for Recruitment to the Indian Railways during the last
two years; (b) if so, the zone-wise details thereof; (c) whether the Railways is planning to close down any Railway Recruitment Board in the country; and (d) if so, the details thereof?",2021-12-01,UNSTARRED
60,60,501,IPR Awareness,SHRI VINCENT H  PALA,COMMERCE AND INDUSTRY,"(a) whether steps have been taken by the Ministry
to encourage Intellectual Property Rights (IPR) awareness
among tribals, cultural artists, tribal entrepreneurs in
NER; (b) if so, the details thereof; (c) whether the Ministry has taken any action on
setting up of an IP Museum as per the National IPR
Policy 2016 and if so, the details thereof; (d) whether the Ministry has released awareness
campaigns, audio/visual/print material in tribal languages
of NER; and (e) if so, the details thereof?",2021-12-01,UNSTARRED
61,61,502,Restarting of BGML,SHRI S  MUNISWAMY,MINES,"(a) whether there has been a long-pending demand
to re-start the public sector enterprise Bharat Gold Mines
Limited in Kolar Karnataka and if so, the details thereof; (b) whether the Government has also conducted a
feasiblility study for the same and yet to take a call on
the matter and if so, the details thereof; (c) whether the Government has made efforts to
convince the court and re-start BGML at the earliest in
the larger interest of the nation and the distressed
employees of BGML and other facts and the possible
rehabilitation of over one lakh families through direct or
indirect employment once it re-starts; and (d) if so, the details thereof and present status of the matter?",2021-12-01,UNSTARRED
62,62,503,Cyber Attacks and Cyber Terrorism,SHRI B B PATIL,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) whether the Government has taken adequate
steps to counter both the cyber-attacks and cyber
terrorism and if so, the details thereof; and (b) whether the incidents of cyber-attacks and
hacking of Indian websites from hackers of foreign
countries are on the rise and if so, the details thereof
and the requisite steps taken by the Government in this
regard? 97",2021-12-01,UNSTARRED
63,63,504,Shortage of Coal,SHRI RAVNEET SINGH BITTU,COAL,"(a) whether recently most of the coal-fuelled power
projects in the country suffered from depleted coal
stocks resulting in power outage in the country; (b) if so, the details of the gap between the demand
and actual supply of coal in these power projects, State/
UT-wise along with reasons therefor; (c) whether the Government is taking any measures
and has devised any comprehensive strategy to augment
the availability of coal and ensure sufficient supply of
coal in these power plants to prevent any such power
outages in future; and (d) if so, the details thereof and if not, the reasons therefor?",2021-12-01,UNSTARRED
64,64,505,Food Wastage Index,SHRI ASADUDDIN OWAISI,CONSUMER AFFAIRS,"(a) whether United Nations Environment Programme
(UNEP) has recently released food wastage Index Report
2021; (b) if so, the details thereof; (c) the percentage of food wastage globally and in India in particular; (d) whether it is a fact that 56 kgs of food is wasted
per person per year in Indian homes as compared to 19%
in 2019; and (e) if so, the steps taken or being taken by the Government to restrict food wastage in the country?",2021-12-01,UNSTARRED
65,65,506,Auction of 4G & 5G Spectrum,SHRI D M  KATHIR ANAND,COMMUNICATIONS,"(a) whether the Government has auctioned the 4G
and 5G spectrum rights for telecom players and if so, the
details thereof and the income generated through 4G
and 5G spectrum auctions; (b) the effective steps taken/proposed to be taken
by the Government for sustainable and judicious use of spectrum for effective communication and progress of
the country; (c) whether the illegal interception and misuse of
Spectrum has affected the Government Communications,
internet in the country; and (d) if so, the effective measures taken by the Government in this regard?",2021-12-01,UNSTARRED
66,66,507,Coal Stock,SHRIMATI MALA ROY,COAL,"(a) the details of average buffer coal stock in power
plants along with daily average in September and October;
and (b) the details of the steps that are been taken to overcome the shortage?",2021-12-01,UNSTARRED
67,67,508,Kishore Vaigyanik Protsahan Yojana,SHRI C N  ANNADURAI & SHRI DHANUSH M  KUMAR & SHRI GAUTHAM SIGAMANI PON & SHRI SELVAM G & SHRI GAJANAN KIRTIKAR,SCIENCE AND TECHNOLOGY,"(a) the salient features of Kishore Vaigyanik
Protsahan Yojana (KVPY) along with its aims and
objectives; (b) the number of youths encouraged under the
KVPY in Tamil Nadu during each of the last three years; (c) whether the Government is considering to
enhance scholarship under Kishore Vaigyanik Protsahan
Yojana (KVPY) to encourage research works and if so,
the details thereof; (d) the details of achievements made by the Yojana since its inception; (e) the details of funds sanctioned/utilized by the
Government under this Yojana during the last three
years; and (f) the other steps taken by the Government to
identify students with talent and aptitude for research
and nurture them in the field of science?",2021-12-01,UNSTARRED
68,68,509,Coal Production,SHRI BALUBHAU ALIAS SURESH NARAYAN DHANORKAR & ,COAL,"(a) the year-wise details of coal production from 2004 to 2021; (b) the year-wise details of consumption of coal in thermal power plants from 2004 to 2021; (c) the year-wise details of coal imported between 2004 and 2021; (d) whether there is a scarcity of coal in the country and if so, the reasons therefor; and (e) the details of the actions taken by
the Government to deal with the national shortage of
coal supply and the resultant power cuts in several
States?",2021-12-01,UNSTARRED
69,69,510,Railway Land on Lease,SHRIMATI SUNITA DUGGAL,RAILWAYS,"(a) the details and duration of Railway land given to
other agencies on lease for various use in Haryana,
district-wise, zone-wise; (b) whether any demand has been received by
Ministry of Railways to set-up any railway related projects
on the land where lease term has been over or about to
be over or lease contract has been terminated; (c) if so, the details thereof and the action taken thereon; and (d) if not, the reason therefor?",2021-12-01,UNSTARRED
70,70,511,Kisan Rail,SHRI DILESHWAR KAMAIT & SHRI RAJENDRA DHEDYA GAVIT,RAILWAYS,"(a) whether trains that started to transport
agro products such as fruits and vegetables from
one place to another as announced in Budget speech
are functioning satisfactorily in achieving the
targets; (b) if so, the status along with the details thereof; (c) whether any such trains are being operated in Maharashtra and Bihar; and (d) if so, the details thereof?  
 .",2021-12-01,UNSTARRED
71,71,512,Ration Card for Free Grains,SHRI KARTI P  CHIDAMBARAM,CONSUMER AFFAIRS,"(a) the reasons for the need of a ration card for
obtaining the extra free 5 kg grains allocated by the
Central Government to the poor; (b) the reasons for providing free food grains only for a period of two months; and (c) the reasons for non-extension of the scheme to the poor who did not have ration cards?",2021-12-01,UNSTARRED
72,72,513,Kisan Rails,SHRI JAYADEV GALLA,RAILWAYS,"(a) the classification of the number of Kisan Rails Operational in India, State-wise; (b) whether the number of Kisan Rails is to be
increased in the next financial year and if so, the details
thereof; (c) the quantum of goods transported in Kisan Rails
categorised based on type of food produce, State-wise; (d) the details of food produce that can be transported via Kisan Rails; (e) whether there is a plan to diversify the list of items and if so, the details thereof; (f) whether there were difficulties faced during the
transportation of goods in Kisan Rails, if so, the details
thereof and if not, the reasons therefor; and (g) the measures taken to make the Kisan Rails more user friendly?",2021-12-01,UNSTARRED
73,73,514,Kisan Rail Scheme,SHRIMATI JASKAUR MEENA,RAILWAYS,"(a) the major features of the Kishan Rail Scheme; (b) the number of trains being run widely under this
scheme across the country and the State-wise details
thereof; (c) the details of the target set under this scheme along with the achievements made so far; (d) whether trains are being run under this scheme in Rajasthan also; (e) if so, the district-wise details thereof; 99 (f) if not, the time by when the Government proposes to run these trains; and (g) whether this scheme has proved to be a boon to
the farmers across the country during COVID-19 and if
so, the details thereof?",2021-12-01,UNSTARRED
